ID,Title,Release Year,Length in Min,IMDB Rating,Rating Count,Directors,Writers,Stars,Genres,Budget,Gross
1023,The Woman in Black,2012,95,6.4,193000,James Watkins,"Susan Hill, Jane Goldman",Daniel Radcliffe|Janet McTeer|Ciarán Hinds,Drama|Fantasy|Horror,32000000,129000000
1024,ATM,2012,90,4.7,25000,David Brooks,"Chris Sparling, Ron Tippe",Alice Eve|Josh Peck|Brian Geraghty,Horror|Thriller,3000000,921752
1025,Abraham Lincoln: Vampire Hunter,2012,105,5.9,162000,Timur Bekmambetov,Seth Grahame-Smith,Benjamin Walker|Rufus Sewell|Dominic Cooper,Action|Fantasy|Horror,69000000,116500000
1026,Rubber,2010,82,5.7,40000,Quentin Dupieux,Quentin Dupieux,Stephen Spinella|Roxane Mesquida|Wings Hauser,Comedy|Fantasy|Horror,500000,98017
1027,Final Destination 5,2011,92,5.9,125000,Steven Quale,"Eric Heisserer, Jeffrey Reddick",Nicholas D'Agosto|Emma Bell|Arlen Escarpeta,Horror|Thriller,47000000,157900000
1028,Shark Night 3D,2011,90,4.1,27000,David R. Ellis,"Will Hayes, Jesse Studenberg",Sara Paxton|Dustin Milligan|Chris Carmack,Horror|Thriller,28000000,10126458
1029,Intruders,2011,100,5.4,21000,Juan Carlos Fresnadillo,"Nicolás Casariego, Jaime Marques",Clive Owen|Carice van Houten|Izán Corchero,Fantasy|Horror|Thriller,13000000,3012210
1030,[Rec] 4: Apocalipsis,2014,95,5.3,20000,Jaume Balagueró,"Jaume Balagueró, Manu Díaz",Manuela Velasco|Paco Manzanedo|Héctor Colomé,Horror|Thriller,3000000,4915757
1031,[Rec]³: Génesis,2012,80,5.0,38000,Paco Plaza,"Luiso Berdejo, Paco Plaza, David Gallart",Leticia Dolera|Diego Martín|Ismael Martínez,Comedy|Horror|Thriller,6400000,11019975
1032,Universal Soldier: Day of Reckoning,2012,114,5.1,21000,John Hyams,"John Hyams, Doug Magnuson, Jon Greenhalgh",Jean-Claude Van Damme|Dolph Lundgren|Scott Adkins,Action|Horror|Mystery,11500000,1402307
1033,Le règne animal,2023,128,6.7,6600,Thomas Cailley,"Thomas Cailley, Pauline Munier",Romain Duris|Paul Kircher|Adèle Exarchopoulos,Adventure|Drama|Horror,15200000,9138503
1034,Nothing Left to Fear,2013,100,4.4,5200,Anthony Leonardi III,Jonathan W.C. Mills,Anne Heche|James Tupper|Ethan Peck,Horror,3000000,1675381
1035,Hidden 3D,2011,81,3.3,1900,Antoine Thomas,"Alan Smithy, Alana Smithy, Mariano Baino",Sean Clement|Simonetta Solder|Jordan Hayes,Horror|Thriller,8000000,1670477
1036,Vampires Suck,2010,82,3.4,52000,"Jason Friedberg, Aaron Seltzer","Jason Friedberg, Aaron Seltzer",Jenn Proske|Matt Lanter|Diedrich Bader,Comedy|Horror,20000000,80547866
1037,Creature,2011,93,3.6,3100,Fred Andrews,"Fred Andrews, Tracy Morse",Mehcad Brooks|Serinda Swan|Daniel Bernhardt,Horror,3000000,533235
1038,Madison County,2011,81,4.1,2000,Eric England,Eric England,Colley Bailey|Matt Mercer|Ace Marrero,Horror|Mystery|Thriller,24000000,182000000
1039,The Awakening,2011,102,6.4,69000,Nick Murphy,"Stephen Volk, Nick Murphy",Rebecca Hall|Dominic West|Imelda Staunton,Drama|Horror|Mystery,4798235,6879667
1040,Pengabdi Setan 2: Communion,2022,119,6.7,3800,Joko Anwar,Joko Anwar,Tara Basro|Endy Arfian|Nasar Annuz,Drama|Horror|Mystery,900000,5909528
1041,Lovely Molly,2011,100,5.3,10000,Eduardo Sánchez,"Jamie Nash, Eduardo Sánchez",Gretchen Lodge|Johnny Lewis|Alexandra Holden,Drama|Horror,1000000,18463
1042,The Last Days on Mars,2013,98,5.5,39000,Ruairi Robinson,"Clive Dawson, Sydney J. Bounds",Liev Schreiber|Elias Koteas|Romola Garai,Adventure|Horror|Sci-Fi,10600000,24084
1043,The Bay,2012,85,5.7,30000,Barry Levinson,"Michael Wallach, Barry Levinson",Will Rogers|Kristen Connolly|Kether Donohue,Horror|Sci-Fi|Thriller,2000000,1581252
1044,Piranha 3DD,2012,83,3.8,45000,John Gulager,"Patrick Melton, Marcus Dunstan, Joel Soisson",Danielle Panabaker|Ving Rhames|David Hasselhoff,Comedy|Horror|Sci-Fi,5000000,8493728
1045,Beyond Skyline,2017,106,5.3,23000,Liam O'Donnell,"Liam O'Donnell, Joshua Cordes",Frank Grillo|Bojana Novakovic|Jonny Weston,Action|Adventure|Horror,14000000,992181
1046,Penumbra,2011,90,5.5,1100,"Adrian Garcia Bogliano, Ramiro García Bogliano","Adrian Garcia Bogliano, Ramiro García Bogliano",María Nela Sinisterra|Victoria Witemburg|Diego Cremonesi,Horror|Thriller,20000,154098
1047,Scouts Guide to the Zombie Apocalypse,2015,93,6.3,55000,Christopher Landon,"Carrie Lee Wilson, Emi Mochizuki, Christopher Landon",Tye Sheridan|Logan Miller|Joey Morgan,Action|Comedy|Horror,15000000,14900000
1048,Paranômaru akutibiti: Dai-2-shô - Tokyo Night,2010,90,5.1,5400,Toshikazu Nagae,"Toshikazu Nagae, Oren Peli",Aoi Nakamura|Noriko Aoyama|Kousuke Kujirai,Horror|Mystery,1350000,4160000
1049,The Lords of Salem,2012,101,5.2,32000,Rob Zombie,Rob Zombie,Sheri Moon Zombie|Meg Foster|Bruce Davison,Horror|Thriller,1500000,1165882
1050,Twixt,2011,88,4.8,12000,Francis Ford Coppola,Francis Ford Coppola,Val Kilmer|Bruce Dern|Elle Fanning,Comedy|Fantasy|Horror,7000000,647839
1051,Mischief Night,2014,88,4.6,896,Travis Baker,Travis Baker,Brooke Anne Smith|Marc Valera|Nikki Limo,Horror,108000,57000
1052,No One Lives,2012,86,6.0,24000,Ryûhei Kitamura,David Cohen,Luke Evans|Gary Grubbs|Adelaide Clemens,Horror|Thriller,2900000,74918
1053,Scream VI,2023,122,6.5,120000,"Matt Bettinelli-Olpin, Tyler Gillett","James Vanderbilt, Guy Busick, Kevin Williamson",Courteney Cox|Melissa Barrera|Jenna Ortega,Horror|Mystery|Thriller,35000000,168961389
1054,Odd Thomas,2013,100,6.8,57000,Stephen Sommers,"Stephen Sommers, Dean R. Koontz",Anton Yelchin|Ashley Sommers|Leonor Varela,Comedy|Fantasy|Horror,27000000,1149267
1055,Silent House,2011,86,5.2,25000,"Chris Kentis, Laura Lau","Gustavo Hernández, Laura Lau, Oscar Estévez",Elizabeth Olsen|Adam Trese|Eric Sheffer Stevens,Horror|Thriller,2000000,13101672
1056,Apollo 18,2011,86,5.2,58000,Gonzalo López-Gallego,"Brian Miller, Cory Goodman",Warren Christie|Lloyd Owen|Ryan Robbins,Horror|Mystery|Sci-Fi,5000000,25562924
1057,Mara,2018,98,5.1,8900,Clive Tonge,"Clive Tonge, Jonathan Frank",Olga Kurylenko|Craig Conway|Javier Botet,Crime|Horror|Mystery,5000000,661769
1058,Paranormal Activity 3,2011,83,5.8,100000,"Henry Joost, Ariel Schulman","Christopher Landon, Oren Peli",Chloe Csengery|Jessica Tyler Brown|Christopher Nicholas Smith,Horror|Mystery|Thriller,5000000,207039844
1059,Aftershock,2012,89,4.8,12000,Nicolás López,"Nicolás López, Eli Roth, Guillermo Amoedo",Eli Roth|Ariel Levy|Nicolás Martínez,Action|Adventure|Horror,2000000,58510
1060,Beneath the Darkness,2011,96,4.5,6300,Martin Guigui,Bruce Wilkinson,Dennis Quaid|Tony Oller|Aimee Teegarden,Horror|Mystery|Thriller,7300000,23998
1061,John Dies at the End,2012,99,6.3,40000,Don Coscarelli,"Don Coscarelli, David Wong",Chase Williamson|Rob Mayes|Paul Giamatti,Comedy|Fantasy|Horror,1000000,142000
1062,The Vault,2017,91,4.9,14000,Dan Bush,"Dan Bush, Conal Byrne",James Franco|Scott Haze|Taryn Manning,Crime|Horror|Mystery,5000000,5728
1063,Treehouse,2014,100,3.8,2500,Michael G. Bartlett,"Alex Child, Miles Harrington",Dana Melanie|J. Michael Trautmann|Clint James,Horror|Mystery|Thriller,3250000,3250000
1064,Firestarter,2022,94,4.6,22000,Keith Thomas,"Stephen King, Scott Teems",Zac Efron|Ryan Kiera Armstrong|Sydney Lemmon,Drama|Horror|Sci-Fi,12000000,15000000
1065,Zombadings 1: Patayin sa shokot si Remington,2011,96,5.8,318,Jade Castro,"Raymond Lee, Jade Castro, Michiko Yamamoto",Martin Escudero|Lauren Young|Kerbie Zamora,Comedy|Horror|Romance,22361,721651
1066,Native,2011,96,3.9,396,John Real,"Adriana Marzagalli, John Real",Andrea Galatà|Giovanna Mandalari|Mara Sciuto,Horror|Thriller,50000,37997
1067,Passion,2012,102,5.3,24000,Brian De Palma,"Brian De Palma, Natalie Carter, Alain Corneau",Rachel McAdams|Noomi Rapace|Karoline Herfurth,Adventure|Drama|Horror,20000000,713616
1068,Demonic,2015,83,5.3,16000,Will Canon,"Max La Bella, Will Canon, Doug Simon",Dustin Milligan|Scott Mechlowicz|Cody Horn,Horror|Mystery|Thriller,3000000,3387000
1069,You're Next,2011,95,6.6,110000,Adam Wingard,Simon Barrett,Sharni Vinson|Joe Swanberg|AJ Bowen,Drama|Horror|Thriller,1000000,14347000
1070,Resident Evil: Retribution,2012,95,5.3,150000,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich|Sienna Guillory|Michelle Rodriguez,Action|Horror|Sci-Fi,65000000,240200000
1071,Redd Inc.,2012,93,5.8,2900,Daniel Krige,"Jonathon Green, Anthony O'Connor",Nicholas Hope|Kelly Paterniti|Sam Reid,Horror|Thriller,500000,1000000
1072,The Darkness,2016,92,4.5,17000,Greg McLean,"Greg McLean, Shayne Armstrong, S.P. Krause",Kevin Bacon|Radha Mitchell|David Mazouz,Horror|Thriller,4000000,10900000
1073,Maggie,2015,95,5.6,47000,Henry Hobson,John Scott 3,Arnold Schwarzenegger|Abigail Breslin|Joely Richardson,Drama|Horror|Sci-Fi,4000000,187112
1074,Pearl,2022,103,7.0,97000,Ti West,"Ti West, Mia Goth",Mia Goth|David Corenswet|Tandi Wright,Drama|Horror|Thriller,1000000,10139416
1075,Sinister,2012,110,6.8,281000,Scott Derrickson,"Scott Derrickson, C. Robert Cargill",Ethan Hawke|Juliet Rylance|James Ransone,Horror|Mystery|Thriller,3000000,82515113
1076,Amityville: The Awakening,2017,87,4.8,16000,Franck Khalfoun,Franck Khalfoun,Jennifer Jason Leigh|Bella Thorne|Mckenna Grace,Horror|Thriller,12000000,8481997
1077,Keri,2013,100,5.8,148000,Kimberly Peirce,"Lawrence D. Cohen, Roberto Aguirre-Sacasa, Stephen King",Chloë Grace Moretz|Julianne Moore|Gabriella Wilde,Drama|Horror|Thriller,30000000,84790678
1078,Delivery,2013,87,5.3,1500,Brian Netto,"Brian Netto, Adam Schindler",Laurel Vail|Danny Barclay|Rob Cobuzio,Horror|Mystery|Thriller,6900000,4493017
1079,Winnie-the-Pooh: Blood and Honey,2023,84,2.9,29000,Rhys Frake-Waterfield,"Rhys Frake-Waterfield, A.A. Milne",Nikolai Leon|Maria Taylor|Natasha Rose Mills,Horror,100000,7700000
1080,The Neon Demon,2016,117,6.1,104000,Nicolas Winding Refn,"Nicolas Winding Refn, Mary Laws, Polly Stenham",Elle Fanning|Christina Hendricks|Keanu Reeves,Horror|Thriller,7000000,3400000
1081,Chernobyl Diaries,2012,86,5.0,69000,Bradley Parker,"Oren Peli, Carey Van Dyke, Shane Van Dyke",Jesse McCartney|Jonathan Sadowski|Olivia Taylor Dudley,Horror|Mystery|Thriller,1000000,38390020
1082,Hell Fest,2018,89,5.5,19000,Gregory Plotkin,"Seth M. Sherwood, Blair Butler, Akela Cooper",Cynthea Mercado|Stephen Conroy|Amy Forsyth,Horror|Thriller,5500000,18160930
1083,Wolf Creek 2,2013,106,6.1,23000,Greg McLean,"Greg McLean, Aaron Sterns",John Jarratt|Ryan Corr|Shannon Ashlyn,Horror|Thriller,8000000,9630444
1084,No Good Deed,2014,84,5.6,22000,Sam Miller,Aimee Lagos,Taraji P. Henson|Idris Elba|Leslie Bibb,Crime|Drama|Horror,13200000,53830415
1085,Mama,2013,100,6.2,191000,Andy Muschietti,"Andy Muschietti, Barbara Muschietti, Neil Cross",Jessica Chastain|Nikolaj Coster-Waldau|Megan Charpentier,Fantasy|Horror|Thriller,15000000,146497771
1086,The Last Exorcism Part II,2013,88,4.0,17000,Ed Gass-Donnelly,"Damien Chazelle, Ed Gass-Donnelly, Huck Botko",Ashley Bell|Julia Garner|Spencer Treat Clark,Horror|Thriller,5000000,15200000
1087,Flatliners,2017,109,5.2,51000,Niels Arden Oplev,"Peter Filardi, Ben Ripley",Elliot Page|Diego Luna|Nina Dobrev,Drama|Horror|Mystery,19000000,45200000
1088,13 Sins,2014,93,6.3,39000,Daniel Stamm,"David Birke, Daniel Stamm, Chookiat Sakveerakul",Mark Webber|Devon Graye|Tom Bower,Comedy|Horror|Thriller,5000000,13809
1089,Hansel & Gretel Get Baked,2013,86,4.4,3900,Duane Journey,David Tillman,Molly C. Quinn|Michael Welch|Lara Flynn Boyle,Comedy|Horror,50000000,226349749
1090,Hostage,2013,107,3.1,138,Mike Yurinko,Mike Yurinko,Holt Boggs|Brandon Slagle|Nick Mancuso,Drama|Horror|Thriller,52000000,77944725
1091,23:59,2011,78,4.6,1000,Gilbert Chan,Gilbert Chan,Tedd Chan|Stella Chung|Philip Hersh,Horror,600000,1208479
1092,Lost Place,2013,101,4.3,620,Thor Klein,"Thor Klein, Lena Vurma",François Goeske|Jytte-Merle Böhrnsen|Pit Bukowski,Horror|Mystery|Thriller,5200000,159828
1093,Maniac,2012,89,6.1,40000,Franck Khalfoun,"Alexandre Aja, Grégory Levasseur, Joe Spinell",Elijah Wood|Nora Arnezeder|America Olivo,Horror|Thriller,6000000,2631275
1094,The Warning,2012,78,2.9,445,Alexander Williams,"James Crow, Adam Smithe",Simon Phillips|Marc Pickering|Kylie Maron-Vallorani,Horror,500000,500000
1095,Trinket Box,2023,103,3.5,1300,"Patrycja Kepa, Acoryé White","Patrycja Kepa, Acoryé White",Augie Duke|Acoryé White|Sandra Ellis Lafferty,Horror,150000,305526
1096,Paranormal Activity 4,2012,88,4.6,70000,"Henry Joost, Ariel Schulman","Christopher Landon, Chad Feehan, Oren Peli",Stephen Dunham|Katie Featherston|Matt Shively,Horror|Mystery,5000000,142802657
1098,Stitches,2012,86,5.7,11000,Conor McMahon,"Conor McMahon, David O'Brien",Ross Noble|Tommy Knight|Eoghan McQuinn,Comedy|Horror,100000,95000
1099,Skinamarink,2022,100,4.8,16000,Kyle Edward Ball,Kyle Edward Ball,Lucas Paul|Dali Rose Tetreault|Ross Paul,Horror|Mystery,15000,2100000
1100,Haunted,2013,90,2.7,334,"Steven M. Smith, Zane Casablanca, Svenja Quazzani","Mark Behar, Zane Casablanca, Svenja Quazzani",Jon-Paul Gates|Vivien Creegor|Freddie Fuller,Horror,15000,45000
1101,Raaz 3: The Third Dimension,2012,139,4.2,4100,Vikram Bhatt,Shagufta Rafique,Bipasha Basu|Emraan Hashmi|Esha Gupta,Horror|Romance|Thriller,3600000,14000000
1102,Apocalypse Unknown,2022,51,7.6,110,Tristan Winchester,"Gavin Winchester, Tristan Winchester",Jeffery Beaudette|Lynn Beaudette|Quinn Conley,Drama|Horror|Thriller,5000,1300
1103,Ghost,2012,118,2.4,256,Puja Bedi,Puja Bedi,Shiney Ahuja|Sayali Bhagat|Julia Bliss,Horror,22000000,505000000
1104,Saw X,2023,118,6.6,75000,Kevin Greutert,"Pete Goldfinger, Josh Stolberg",Tobin Bell|Shawnee Smith|Synnøve Macody Lund,Horror|Mystery|Thriller,13000000,111823047
1105,The Purge,2013,85,5.7,240000,James DeMonaco,James DeMonaco,Ethan Hawke|Lena Headey|Max Burkholder,Horror|Sci-Fi|Thriller,3000000,89328627
1106,Curse of Chucky,2013,97,5.6,44000,Don Mancini,Don Mancini,Chantal Quesnelle|Fiona Dourif|Jordan Gavaris,Horror|Thriller,5000000,3876587
1107,The Quiet Ones,2014,98,5.1,21000,John Pogue,"Craig Rosenberg, Oren Moverman, John Pogue",Jared Harris|Sam Claflin|Olivia Cooke,Horror|Mystery|Thriller,200000,17834867
1108,Tiktik: The Aswang Chronicles,2012,102,5.1,314,Erik Matti,"Erik Matti, Ronald Stephen Monteverde",Dingdong Dantes|Joey Marquez|Lovi Poe,Action|Comedy|Horror,1791280,2035311
1109,A Haunted House,2013,86,5.0,50000,Michael Tiddes,"Marlon Wayans, Rick Alvarez",Marlon Wayans|Essence Atkins|Marlene Forte,Comedy|Fantasy|Horror,2500000,60141683
1110,A Haunting in Venice,2023,103,6.5,113000,Kenneth Branagh,"Michael Green, Agatha Christie",Kenneth Branagh|Michelle Yeoh|Jamie Dornan,Crime|Drama|Horror,60000000,121400000
1111,Jessabelle,2014,90,5.4,26000,Kevin Greutert,Robert Ben Garant,Sarah Snook|Mark Webber|Joelle Carter,Drama|Horror|Mystery,1000000,23456897
1112,The Gallows,2015,81,4.2,22000,"Travis Cluff, Chris Lofing","Chris Lofing, Travis Cluff",Reese Mishler|Pfeifer Brown|Ryan Shoos,Horror|Mystery|Thriller,100000,42964410
1113,Afflicted,2013,85,6.2,26000,"Derek Lee, Clif Prowse","Derek Lee, Clif Prowse",Clif Prowse|Derek Lee|Michael Gill,Horror|Mystery|Thriller,318000,121179
1114,Sewu Dino,2023,121,6.0,2400,Kimo Stamboel,"Agasyah Karim, Khalid Kashogi, SimpleMan",Mikha Tambayong|Rio Dewanto|Givina Lukita,Horror|Thriller,1230065,4512749
1115,Alien: Covenant,2017,122,6.4,304000,Ridley Scott,"Dan O'Bannon, Ronald Shusett, Jack Paglen",Michael Fassbender|Katherine Waterston|Billy Crudup,Horror|Sci-Fi|Thriller,97000000,240891763
1116,The Babadook,2014,94,6.8,248000,Jennifer Kent,Jennifer Kent,Essie Davis|Noah Wiseman|Daniel Henshall,Drama|Horror|Mystery,2000000,10300000
1117,A Girl Walks Home Alone at Night,2014,101,6.9,39000,Ana Lily Amirpour,Ana Lily Amirpour,Sheila Vand|Arash Marandi|Marshall Manesh,Drama|Horror|Romance,1000000,395000
1118,Dark Touch,2013,90,4.8,4400,Marina de Van,Marina de Van,Missy Keating|Marcella Plunkett|Pádraic Delaney,Horror,2729542,256979
1119,The Woman in Black 2: Angel of Death,2014,98,4.8,30000,Tom Harper,"Jon Croker, Susan Hill",Helen McCrory|Jeremy Irvine|Phoebe Fox,Drama|Horror|Thriller,15000000,48854305
1120,Night of the Living 3D Dead,2013,96,5.2,330,Samuel Victor,"George A. Romero, Samuel Victor",Gemma Atkinson|Nathaniel Francis|Gregory Caine,Horror,3000000,1449945
1121,Daylight,2013,97,3.9,553,"David McCracken, Joel Townsend, Kaidan Tremain","Joel Townsend, David McCracken",Jennifer Bacon|David McCracken|Josh Riedford,Horror|Mystery|Thriller,80000000,159212469
1122,A Field in England,2013,90,6.2,14000,Ben Wheatley,"Amy Jump, Ben Wheatley",Julian Barratt|Peter Ferdinando|Richard Glover,Drama|History|Horror,300000,600000
1123,Deliver Us from Evil,2014,118,6.2,86000,Scott Derrickson,"Scott Derrickson, Paul Harris Boardman, Ralph Sarchie",Eric Bana|Edgar Ramírez|Olivia Munn,Crime|Fantasy|Horror,30000000,87937815
1124,Omut,2022,99,6.6,211,Denis Kryuchkov,"Olga Loyanich, Robert Orr",Wolfgang Cerny|Vyacheslav Chepurchenko|Maksim Khanzhov,Horror|Thriller,25000000,76270454
1125,Hansel & Gretel: Warriors of Witchcraft,2013,83,2.4,1800,David DeCoteau,Larson Tretter,Fivel Stewart|Booboo Stewart|Eric Roberts,Action|Adventure|Horror,50000000,226349749
1126,The Sacrament,2013,99,6.1,21000,Ti West,Ti West,Joe Swanberg|AJ Bowen|Kentucker Audley,Horror|Thriller,4000000,9221
1128,Gallows Hill,2013,87,5.2,6700,Víctor Garcia,"Richard D'Ovidio, David Higgins",Peter Facinelli|Sophia Myles|Nathalia Ramos,Horror|Mystery|Thriller,3000000,5758519
1129,Dark Skies,2013,97,6.3,80000,Scott Stewart,Scott Stewart,Keri Russell|Jake Brennan|Josh Hamilton,Horror|Sci-Fi|Thriller,3500000,25174316
1130,Oculus,2013,104,6.5,140000,Mike Flanagan,"Mike Flanagan, Jeff Howard, Jeff Seidman",Karen Gillan|Brenton Thwaites|Katee Sackhoff,Horror|Mystery|Thriller,5000000,44459951
1131,The Invitation,2015,100,6.6,119000,Karyn Kusama,"Phil Hay, Matt Manfredi",Logan Marshall-Green|Emayatzy Corinealdi|Michiel Huisman,Drama|Horror|Mystery,1000000,354835
1132,Karusell,2023,93,4.8,658,Simon Sandquist,"Mårten Gisby, Filip Hammarström, Henry Stenberg",Wilma Lidén|Omar Rudberg|Amanda Lindh,Horror,2250000,633385
1133,Kick,2015,76,3.0,246,Marcus Warren,Marcus Warren,Nicola Posener|Kumud Pant|Kellie Shirley,Drama|Horror|Thriller,22000000,55000000
1134,The Green Inferno,2013,100,5.3,49000,Eli Roth,"Eli Roth, Guillermo Amoedo",Lorenza Izzo|Ariel Levy|Aaron Burns,Adventure|Horror,5000000,12666449
1135,Bhoot Returns,2012,85,2.6,586,Ram Gopal Varma,Ravi Shankar,J.D. Chakravarthi|Madhu Shalini|Alayana Sharma,Horror|Mystery|Thriller,750000,890000
1136,Ek Thi Daayan,2013,135,5.7,4600,Kannan Iyer,"Vishal Bhardwaj, Mukul Sharma",Emraan Hashmi|Konkona Sen Sharma|Kalki Koechlin,Horror|Romance|Thriller,3500000,6500000
1137,Paranormal Activity: The Ghost Dimension,2015,88,4.6,31000,Gregory Plotkin,"Jason Pagan, Andrew Deutschman, Adam Robitel",Chris J. Murray|Brit Shaw|Ivy George,Horror|Mystery,10000000,78903124
1138,Paranormal Activity: The Marked Ones,2014,84,5.0,45000,Christopher Landon,"Christopher Landon, Oren Peli",Andrew Jacobs|Jorge Diaz|Gabrielle Walsh,Horror|Mystery,5000000,90894962
1139,Malibu Horror Story,2023,83,6.0,2100,Scott Slone,Scott Slone,Dylan Sprayberry|Robert Bailey Jr.|Valentina de Angelis,Horror|Thriller,1000000,114000
1140,Bone Tomahawk,2015,132,7.1,118000,S. Craig Zahler,S. Craig Zahler,Kurt Russell|Patrick Wilson|Matthew Fox,Drama|Horror|Western,1800000,475846
1141,The Den,2013,76,6.0,16000,Zachary Donohue,"Zachary Donohue, Lauren Thompson",Melanie Papalia|David Schlachtenhaufen|Adam Shapiro,Horror|Mystery|Thriller,500000,410129
1142,Home,2016,87,3.9,539,Frank Lin,"Jeff Lam, Frank Lin",Kerry Knuppe|Heather Langenkamp|Samantha Mumba,Drama|Horror|Thriller,135000000,368871007
1143,Crimson Peak,2015,119,6.5,158000,Guillermo del Toro,"Guillermo del Toro, Matthew Robbins",Mia Wasikowska|Jessica Chastain|Tom Hiddleston,Drama|Horror|Mystery,55000000,74700000
1144,Bunker of the Dead,2015,76,4.0,531,Matthias Olof Eich,"Matthias Olof Eich, Bernd Strack",Patrick Jahns|Esther Maaß|Aciel Martinez Pol,Action|Comedy|Horror,30000,10147
1145,Life After Beth,2014,89,5.7,24000,Jeff Baena,Jeff Baena,Aubrey Plaza|Dane DeHaan|John C. Reilly,Comedy|Fantasy|Horror,2400000,88273
1146,Shut In,2016,91,4.8,15000,Farren Blackburn,Christina Hodson,Naomi Watts|Charlie Heaton|Jacob Tremblay,Drama|Horror|Mystery,10000000,13082071
1147,Pizza,2012,127,7.9,8700,Karthik Subbaraj,"Prasath Ramar, Karthik Subbaraj",Vijay Sethupathi|Ramya Nambeeshan|Aadukalam Naren,Horror|Thriller,240000,2800000
1148,Resident Evil: The Final Chapter,2016,107,5.5,101000,Paul W.S. Anderson,Paul W.S. Anderson,Milla Jovovich|Iain Glen|Ali Larter,Action|Horror|Sci-Fi,40000000,312200000
1149,In a Heartbeat,2014,106,3.0,286,Raoul Girard,Raoul Girard,Danny Dyer|Keith Allen|Craig Conway,Horror|Mystery|Romance,464229,62985
1150,Time to Kill,2014,71,4.9,137,Brian K. Williams,Brian K. Williams,Ellie Church|Debbie Rochon|Charlie Moon,Action|Horror|Thriller,40000000,152266007
1151,La casa del fin de los tiempos,2013,101,6.7,7900,Alejandro Hidalgo,"Alejandro Hidalgo, Frank Baiz Quevedo",Ruddy Rodríguez|Guillermo Garcia|Rosmel Bustamante,Drama|Fantasy|Horror,300000,4588899
1152,Buzzard,2014,97,6.3,2300,Joel Potrykus,Joel Potrykus,Joshua Burge|Joel Potrykus|Teri Ann Nelson,Comedy|Drama|Horror,10000,13684
1153,Midget Zombie Takeover,2013,73,3.2,139,Glenn Berggoetz,Glenn Berggoetz,Kristi McKay|Matt 'Goose' Goosherst|Kedryn Carpenter,Comedy|Horror,2000,10604
1154,Rahsia,2023,90,6.3,151,Shamyl Othman,"Alfie Palermo, Zulaikha Zakaria, Luqman Sheikh Ghazali",Nabila Huda|Fikry Ibrahim|Eman Manan,Drama|Horror|Mystery,633981,1206914
1155,Devil's Due,2014,89,4.2,18000,"Matt Bettinelli-Olpin, Tyler Gillett",Lindsay Devlin,Allison Miller|Zach Gilford|Sam Anderson,Horror|Mystery,7000000,36433975
1156,Sinister 2,2015,97,5.3,61000,Ciarán Foy,"Scott Derrickson, C. Robert Cargill",James Ransone|Shannyn Sossamon|Robert Daniel Sloan,Horror|Mystery|Thriller,10000000,53329150
